a / đọc là a
Ronaldinho / Ro-nan-di-nhô
Rondelle / Rông-đen
Rooney / Ru-ni
roue libre / líp xe đạp
roulette / Ru-lết
Roxanne / rô-xan-nơ
ruban / ru băng
Ruby / Ru-bi
Ryan / ri-an
Ryna / rai-na
sac / Xắc
Saha / Sa-ha
Sahara / Sa-ha-ra
Said / sét
Saigon / Sài-gòn
Saigontourist / Sài-gòn-tua-rít
salade / xà lách
sales / Sếp
Sally / sác-li
salon / sa – lông
Samantha / sơ-man-tha
Samir / Sa-mi
Sampdoria / Săm-đo-ri-a
Samsung / Sam-sung
Samuel / xây-mua
samurai / Sam-mu-rai
Sandra / sen-đờ-ra
sandwich / san-quích
Santos / San-tốt
Sarah / sa-ra
sarong / quần xà lỏn
Sasaki / Sa-sa-ki
Satan / quỷ Xa tăng
satin / xa tanh
sauce / xốt
saucisse / Xúc-xích
savon / xà bông ,xà phồng
scandal / Sờ-can-dan
scandale / xì căng đan
Scarlet / sờ-ca-lét
Scarlett / Sờ-ca-lét
Scarllee / sờ-ca-li
Schneider / sờ-ni-dơ
Scholes / Sờ-cô
Schumacher / Su-ma-khơ
Schwarzer / Sờ-quắc-sơ
scooter / xe xkútơ
Scotland / Sờ-cốt-len
sea / si
Seagames / Si-gêm
secours / xơ cua
Secret / Séc-rẹt
Selina / sê-li-na
Senkaku / sen-ca-kiu
Senna / Sen-na
Seoul / Sê-un
Serena / Sê-rê-na
Sergio / Séc-giô
series / se-ri-ơ
serin / se-rin
serveur / Xẹc
service / Xéc
set / séc đấu
Sevilla / se-vin-la
sexe / Xéc
sexy / sếc-xy
Shahin / Sa-hin
Shakhtar / Sắc-ka
Shane / sen-nơ
Sharapova / Sa-ra-pô-va
Sharon / xa-rôn
Sharp / Sáp
Shawn / So
shelf / seo
Shelvey / Se-vây
Sherlock / Sê-lếch
shoot / sút
short / quần sóoc
show / sâu
showroom / sâu-rum
sialic / si-a-lic
Siena / Sai-na
siffler / Xúp-lê
signal / xi nhan
silicat / si-lic-cat
silicon / Si-li-côn
Silva / Sin-va
Silver / sin-vơ
Simco / Sim-cô
simili / xi mi li
Simon / Si-môn
Simpson / sim-sơn
Singapore / Sin-ga-po
siphon / xi phông
ski / xki
Sky / sờ-kai
Slam / Sờ-lam
slip / xi líp
slogan / sờ-lô-gần
Slovakia / Sờ-lô-va-ki-a
Slovenia / Sờ-lô-ven-ni-a
Smalling / Sờ-mo-linh
smartphone / Sờ-mát-phôn
Smith / Sờ-mít
Snapdragon / Sờ-náp-dờ-ra-gôn
Snow / Sờ-nâu
Socrates / Sơ-cờ-rết
soeur / xơ
sofa / ghế sôfa
soie / vải xoa
Sol / Sôn
Sophia / sô-phi-a
Sophie / sơ-phi-a
South / Sót
soutien-gorge / xu chiêng
SoViet / Xô-viết
spa / sờ-pa
Spearing / Sờ-pia-linh
Spears / sờ-pia
Sporting / Sờ-pót-tinh
Sri / Sờ-ri
Stamford / Sờ-tan-phóc
Stan / Sờ-tam
Stanford / Sờ-tan-phót
Start / Sờ-tát
State / Sờ-tết
Steve / Sờ-ti-vân
Steven / Sờ-ti-phừn
Steward / sờ-ti-guốc
Stockholm / Sờ-tốc-hôm
Storey / Sờ-to-ry
Straitstimes / Sờ-trết-tham
stress / Sờ-Trét
Stuff / sờ-tắp
Stum / Sờ-tum
Stuttgart / Sờ-tút-gát
style / xì-tin
Sudan / Su-đăng
Suez / Sua
Sulu / Su-lu
Sumatra / Su-ma-tra
Sunderland / Săn-đơ-len
sunfuric / sun-phu-ric
Sunsilk / Sun-siu
Surabaya / Su-da-bay-ra
Susan / Su-sừn
Suzuki / su-ru-li
Sydney / Sit-ni
Synergy / Sim-ne-gi
syrop / xi rô
System / sip-từm
série / số xê ri
T-Shirt / ti-sớt
tablet / thây-bờ-lét
tandem / xe tăng đem
tango / tăng-gô
Tanimex / Tan-ni-mếc
tank / xe tăng
Tantoco / Tan-tô-cô
Tanzania / Ta-ran-ni-a
Target / Ta-gét
tasse / Tách
Tawalbeh / ta-wa-bi
taxi / Tăc-xi
Taylor / Tây-lơ
Team / Tim
Techconbank / Tếch-com-banh
teen / tin
Telegraph / Te-le-grap
Television / te-li-vi-zừn
Tempest / Tem-pét
temps / tăng phanh
tennis / te-nít
Tepco / tep-cô
Terry / Te-ri
Tevez / Te-véc
Thailand / Thái-lan
Thierry / Thia-ri
Thomas / Thô-mát
Thompson / Thôm-sơn
tie / tai
Tiffany / ti-phen-ni
timbre / Tem
Timo / Ti-mo
Tina / Ti-na
titan / ti-tan
Titanic / Ti-ta-nic
Tivi / Ti-vi
Todd / tốt-đơ
toi / Toa
toilette / toalét
Tokyo / to-ki-o
tombe / tùng bê
tomboy / tôm-boi
ton / tông
tondeur / tông đơ
tondeuse / Tông đơ
Toner / tu-nờ
Tony / Tôn-ni
Top / tốp
Tores / To-rét
Toronto / Tô-rôn-tô
Torrado / Tô-ra-đô
Touch / Tót
TouchPad / Tút-pát
tour / tua
Toure / Tu-rê
tourist / tua-rít
tournevis / tuốc nơ vít
Toyota / Tô-y-ô-ta
Tracy / Trây-ci
Training / Trên-ning
Transformer / Tran-pho-mơ
Travel / Tre-vờ
Travie / Tre-vi-e
treillis / Trây-di
Tripoli / tri-po-li
Troy / troi
trèfle / chất nhép
Tsonga / Song-ga
tube / tuýp kem
tulip / tu-líp
turbine / tua bin
Turner / Tơn-nơ
Type / Tai
Uar / Ua
Udinese / Ui-di-ni-re
Uganda / U-ran-da
Ukraina / U-cờ-rai-na
Ukraine / U-cờ-rai-ne
unicode / ui-ni-cốt
Unilever / Iu-ni-lơ-vơ
United / Iu-nai-tic
uranium / u-ra-ni-um
Urugoay / Y-ru-goay
Uruguay / U-ru-guay
Uzbekistan / U-giơ-bê-kít-tan
vaccine / Vắc-xin
vagabond / Ma-cà-bông
Valencia / Va-len-ci-a
Valenica / Va-len-si-a
Valikie / va-lai-ki
valise / va li
Valladolid / Va-da-do-lít
valse / điệu van
valve / van
Vancouver / Van-cu-vơ
Vanessa / van-nét-sa
vanille / va ni
Vann / Van
vanne / Van
Vatican / Va-ti-căng
Vedan / Vê-dan
Vegas / Vê-gát
Vela / Vê-la
Venezuela / Vê-nê-rêu-la
Venus / Vê-nớt
Vera / Vê-ra
Veritas / Vê-ri-tát
vernis / Vẹc-ni
Veronica / vơ-rô-nai-cờ
vest / véc
Vesto / Véc-tông
Victor / vích-to
Victoria / Víc-to-ri-a
Video / Vi-di-o
Vidic / Vi-díc
Vieira / Vi-ê-ra
Vietcombank / Việt-com-banh
Vietinbank / Việt-tin-banh
Vietnam / Việt-nam
vietnamnet / viet-nam-net
Vietravel / Việt-tre-vờ
Viking / vai-king
Villa / Vi-la
Villarreal / Vi-la-ri-an
vin / rượu vang
Vina / Vi-na
Vinaconex / Vi-na-cô-nếc
Vinafax / Vi-na-fax
Vinamex / Vi-na-mếc
VinaPearl / Vi-na-pơn
VinaPhone / Vi-na-phôn
Vinashin / Vi-na-sin
Vinci / Vanh-ci
Vincom / Vin-com
Vinpearl / Vin-pơn
Violet / Vi-ô-lét
violon / viôlông
Virginia / Vi-ni-gi-a
Virginie / Vơ-gi-nai
Virtual / Vi-trùa
Virus / Vi-rút
vis / vít
vitamin / vi-ta-min
vitro / vai-chờ
VnExpress / Vi-en-íc-pờ-rét
volant / vô lăng
Vuitton / Vui-tôn
Wade / uây-đơ
Walton / Quắc-tôn
Washington / wa-sing-tơn
Watts / Quát
Wave / Quây
Wayne / Quây-nơ
web / oét
Webb / web-bờ
Webber / Que-bơ
Website / web-sai
Weibo / que-bô
Welbeck / Quéc-bếch
Wembley / Quoét-li
Wenger / Quen-giơ
Wenlie / Quen-lai
Wenner / Quen-nơ
West / Quoét
Westcott / Quét-cót
Westerwelle / wet-tơ-wel-lơ
Wifi / Oai-phai
Wigan / Qui-gần
Wilfried / Win-phờ-ri
Will / quin
William / uy-li-am
Williams / Qui-li-am
Wimbledon / Quin-len-đơn
Windows / Quin-đầu
Wok / Quốc
Wolverhampton / Hu-vơ-ham-tơn
Wonderland / Quôn-đờ-len
Woody / Út-đi
World / Quôn
Xaphia / Xa-phi-a
Xavi / Xa-vi
xilanh / xi-lanh
xilytol / xi-li-tôn
yahoo / Y-a-hoo
Yale / Ya-lê
yaourt / da ua
yen / yên
Yoeh / Rô
Yoo / ru
York / Róc
Young / Roăng
Yuri / yi-ri
Zabaleta / Ra-bê-lét-ta
Zac / giác
Zack / rách-kơ
Zambia / Ram-ni-a
Zealand / gi-len
Zidane / Ri-đan
Zogbia / Róc-bi-a
Zuckerber / rắc-ke-bơ
Zvonareva / Ro-na-ve-ra
équerre / ê ke
